Current Time (Seconds),Presense Time (Seconds),Scroll (Pixels)
"['23:04:20', '23:04:21', '23:04:22', '23:04:23', '23:04:24']","[0.0, 1.0244545936584473, 2.0367867946624756, 3.052194356918335, 4.064576148986816]","[0.0, 0.0, 0.0, 0.0, 0.0]"
